grdc_no,wmo_reg,sub_reg,mix_reg,nat_id,river,station,country_code,lat,long,area,altitude,ds_stat_no,w_level,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,proc_tyrs,proc_tmon,f_import,f_im_yr,l_import,l_im_yr,provider_id,acsys,flux2ocean,gems,gcos_gtn-h,statistics,Pristine Basins,GRDC Reference Dataset,AdaptAlp,ArctHycos,
1617800,1,17,117,,GREAT SCARCIES,BADERA,GN,"9,87","-12,52",2750,-999,0,0,1978,1980,3,"2,82",1978,1980,3,"2,86",1978,1980,3,"56,104","1,769",643,100,"94,4",17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1617900,1,17,117,,KOKOULO,DIAWLA,GN,"10,08","-12,42",401,-999,1617800,0,1978,1980,3,"0,27",1978,1980,3,0,1978,1980,3,"11,07","0,349",871,100,100,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1219500,1,19,119,,MOA,MOA BRIDGE,SL,"7,82","-11,17",17150,50,0,0,    ,    ,     ,     ,1976,1977,2,0,1976,1977,2,0,-999,-999,0,,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1619600,1,19,119,,MAKONA,NONGOA,GN,"8,5","-10,33",5745,325,1219500,0,    ,    ,     ,     ,1976,1979,4,"4,17",1976,1979,4,"207,701","6,55",1140,100,"95,8",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1321800,1,21,121,,LOFA,DOUGOMAI,LR,"8,2","-9,75",246,-999,0,0,    ,    ,     ,     ,1973,1977,5,0,1973,1977,5,"51,875","1,636",6650,80,"97,9",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1622500,1,22,122,,DIANI,BAC,GN,"8,06","-9,07",4095,375,1322800,0,1978,1980,3,"0,73",1976,1980,5,"3,33",1976,1980,5,"91,969","2,9",708,100,"96,7",17.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1322800,1,22,122,,ST. PAUL,WALKER BRIDGE,LR,"7,33","-9,53",9760,-999,0,0,    ,    ,     ,     ,1973,1975,3,0,1973,1975,3,"213,306","6,727",689,100,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1323400,1,23,123,,ZOR,GBARNGA,LR,"7,02","-9,48",39,-999,0,0,    ,    ,     ,     ,1976,1977,2,"4,17",1976,1977,2,"5,568","0,176",4502,100,"95,8",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1323500,1,23,123,,ST. JOHN,BAILA,LR,"7,07","-9,17",575,-999,0,0,    ,    ,     ,     ,1973,1979,7,"1,37",1973,1979,7,"143,967","4,54",7896,"71,4","98,3",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1324500,1,24,124,,CESS,SAWOLO,LR,"6,43","-8,63",683,-999,1324510,0,    ,    ,     ,     ,1976,1979,4,0,1976,1979,4,"52,521","1,656",2425,100,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1324510,1,24,124,,CESS,UNIFICATION BRIDGE,LR,6,"-8,6",-999,-999,0,0,    ,    ,     ,     ,1973,1975,3,0,1973,1975,3,"40,75","1,285",-999,100,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1425100,1,25,125,9550103,CAVALLY,FLAMPLEU,CI,"7,25","-8,06",2470,-999,1425100,0,1979,1993,15,"80,03",1982,1983,2,0,1979,1993,15,"31,017","0,978",396,"26,7",100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0,0
1425300,1,25,125,9552003,NCE,TAI,CI,"5,91","-7,44",1250,-999,1425350,0,1979,1993,15,"82,59",1979,1982,4,"56,25",1979,1993,15,"14,703","0,464",371,"13,3",100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0,0
1425350,1,25,125,9550106,CAVALLY,TAI,CI,"5,85","-7,43",13750,-999,1425350,0,1979,1982,4,"50,03",1982,1983,2,0,1979,1983,5,"142,131","4,482",326,60,100,17.1.1992,1992,28.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1425450,1,25,125,9551003,HANA,NIEBE,CI,"5,37","-7,31",4200,-999,1425500,0,1979,1993,15,"80,01",1979,1982,4,50,1979,1993,15,"60,583","1,911",455,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1425500,1,25,125,9550109,CAVALLY,TATE,CI,"4,38","-7,59",28800,-999,0,0,1970,1996,27,"12,11",1979,1982,4,50,1970,1996,27,"480,607","15,156",526,"74,1","96,7",27.3.1996,1996,18.3.1999,1999,-999,0,1,0,0,1,0,0,0,0,0
1426010,1,26,126,9901503,TABOU,YAKA,CI,"4,49","-7,38",810,-999,0,0,1979,1993,15,"81,31",1979,1982,4,"54,17",1979,1993,15,"24,225","0,764",943,20,"94,4",17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0,0
1426050,1,26,126,9882003,NERO,GRANDE BEREBY,CI,"4,74","-6,91",980,-999,0,0,1979,1993,15,"80,78",1979,1982,4,50,1979,1993,15,"16,826","0,531",541,20,"97,2",17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0,0
1426100,1,26,126,9015002,YANI,MADJI,CI,"8,74","-6,85",1000,-999,1426180,0,1979,1993,15,"80,01",1979,1982,4,50,1979,1993,15,"3,87","0,122",122,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0,0
1726100,1,26,126,1113501003,COUFFO,LANHOUNTA,BJ,"7,1","1,88",1680,-999,0,0,1951,1984,34,"17,97",1951,1984,34,"17,98",1951,1984,34,"5,942","0,187",112,"70,6","96,2",19.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1926100,1,26,126,02M/01,PAPAGEIO,BELA VISTA,ST,"1,63","7,42","12,7",30,0,0,1988,1989,2,0,1980,1989,10,"32,11",1980,1989,10,"1,718","0,054",4266,50,"91,7",17.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1426120,1,26,126,9010155,BANDAMA BLANC,TAWARA,CI,"9,74","-5,62",5400,-999,1426340,0,1979,1982,4,"51,89",1979,1982,4,"51,06",1979,1982,4,"16,1","0,508",94,50,"95,8",17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1426140,1,26,126,9011501,BOU,BORON,CI,"8,79","-5,88",3700,-999,1426340,0,1979,1993,15,"81,19",1979,1982,4,50,1979,1993,15,"9,126","0,288",78,20,"94,4",17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1426180,1,26,126,9011009,BANDAMA ROUGE,MANKONO,CI,"8,1","-6,3",6700,-999,1426300,0,1979,1993,15,"80,01",1979,1982,4,50,1979,1993,15,"21,514","0,678",101,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1526200,1,26,126,4000001,ANKOBRA,PRESTEA,GH,"5,45","-2,1167",4268,"19,65",0,0,1997,2007,11,"16,57",1976,1978,3,0,1976,2007,32,"15,617","0,492",115,"31,3","97,5",18.2.1992,1992,25.9.2007,2007,17,0,0,0,0,1,0,0,0,0,0
1426200,1,26,126,9010109,BANDAMA,BAFECAO,CI,"6,06","-4,49",59500,-999,1426210,0,1979,1993,15,"80,01",1979,1982,4,50,1979,1993,15,"122,262","3,856",65,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1426210,1,26,126,9010118,BANDAMA,BRIMBO,CI,6,"-4,43",60200,-999,1426880,0,1993,1993,1,0,1982,1983,2,0,1982,1993,12,"94,792","2,989",50,25,100,28.2.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1426250,1,26,126,9012505,NZI,ROUTE KATIOLA-DABAKALA,CI,"8,24","-4,84",6650,-999,1426260,0,1979,1993,15,"80,01",1979,1982,4,50,1979,1993,15,"13,849","0,437",66,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1426260,1,26,126,9012509,NZI,FETEKRO,CI,"7,77","-4,68",10300,-999,1426350,0,1979,1993,15,"80,03",1979,1982,4,50,1979,1993,15,"19,506","0,615",60,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1926300,1,26,126,19B/01,LEMBA,S.JOSE,ST,"0,23","6,5","31,9",100,0,0,    ,    ,     ,     ,1980,1989,10,"28,45",1980,1989,10,"1,626","0,051",1607,50,95,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1426300,1,26,126,9011006,BANDAMA ROUGE,BOUAFLE,CI,"6,96","-5,76",19800,-999,1426380,0,1979,1993,15,"80,03",1982,1983,2,0,1979,1993,15,"43,929","1,385",70,"26,7",100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1326300,1,26,126,,WOURI,YABASSI,CM,"4,45","9,97",8026,10,0,0,    ,    ,     ,     ,1951,1977,27,0,1951,1977,27,"308,99","9,744",1214,"92,6",100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1526300,1,26,126,5000003,PRA,DABOASI,GH,"5,1667","-1,6333",22714,"-0,07",0,0,1979,2006,28,"32,72",1965,1978,14,0,1965,2006,42,"193,088","6,089",268,"71,4","97,8",18.2.1992,1992,25.9.2007,2007,17,0,0,1,0,1,0,1,0,0,0
1326301,1,26,126,5511005,MUNGO,MUNDAME,CM,"4,57","9,53",2420,17,0,0,    ,    ,     ,     ,1952,1977,26,"3,68",1952,1977,26,"170,55","5,378",2223,"92,3","96,9",24.6.1992,1992,24.6.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1426320,1,26,126,9013503,KAN (TRIB. BANDAMA),DIMBOKRO,CI,"6,63","-4,79",4700,-999,1426350,0,1979,1993,15,"80,27",1979,1982,4,50,1979,1993,15,"6,862","0,216",46,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1426340,1,26,126,9010139,BANDAMA BLANC,MARABADIASSA,CI,"8,11","-5,41",22000,-999,1426380,0,1979,1982,4,"50,1",1979,1982,4,50,1979,1982,4,"82,176","2,591",118,50,100,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1426350,1,26,126,9012515,NZI,ZIENOA,CI,6,"-4,82",35000,-999,1426380,0,1979,1993,15,"81,58",1982,1983,2,0,1979,1993,15,"16,764","0,529",15,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1426380,1,26,126,9010154,BANDAMA,TIASSALE,CI,"5,88","-4,75",95500,-999,0,0,1970,1996,27,"1,4",1954,1983,30,40,1954,1996,43,"253,796","8,004",84,100,99,28.2.1992,1992,24.3.2004,2004,21,0,1,0,0,1,0,0,0,0,0
1926500,1,26,126,20C/01,RIO GRANDE,MANUEL CAROCA,ST,"0,12","6,65","103,2",12,0,0,1988,1989,2,"13,15",1980,1989,10,"14,53",1980,1989,10,"6,635","0,209",2028,70,100,17.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1626500,1,26,126,47342205,SIO,KPEDJI,TG,"6,53","1,01",1810,53,0,0,1978,1982,5,"20,04",1978,1982,5,20,1978,1982,5,"6,548","0,207",114,80,100,16.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1326500,1,26,126,,NKAM,MELONG,CM,"5,12",10,2280,700,0,0,    ,    ,     ,     ,1951,1977,27,0,1951,1977,27,"70,282","2,216",972,"96,3",100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1926550,1,26,126,18C/02,ABADE,BOMBAIM,ST,"0,25","6,65","11,8",500,1926800,0,    ,    ,     ,     ,1980,1989,10,"11,3",1980,1989,10,"0,095","0,003",254,70,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1426600,1,26,126,9351009,AGNEBY,AGBOVILLE,CI,"5,97","-4,21",4600,-999,0,0,1979,1993,15,"80,01",1979,1982,4,50,1979,1993,15,"5,131","0,162",35,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1926600,1,26,126,18C/01,OURO,BOA ESPERANCA,ST,"0,33","6,63","13,8",400,0,0,    ,    ,     ,     ,1988,1989,2,0,1988,1989,2,"0,041","0,001",95,100,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1926610,1,26,126,,OURO,C.H.,ST,"0,33","6,63",-999,-999,1926600,0,    ,    ,     ,     ,1988,1989,2,0,1988,1989,2,"0,083","0,003",-999,50,100,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1926630,1,26,126,,AGUA PALITE,MADALENA,ST,"0,33","6,23",-999,-999,0,0,    ,    ,     ,     ,1988,1989,2,"10,53",1988,1989,2,0,0,-999,50,"83,3",28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1926650,1,26,126,18D/04,MANUEL JORGE,PIAN PIAN,ST,"0,23","6,7","22,6",200,1926800,0,    ,    ,     ,     ,1985,1989,5,"33,9",1985,1989,5,"0,061","0,002",85,60,"88,9",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1926700,1,26,126,18D/03,AGUA GRANDE,LUCIAN COLA,ST,"0,33","6,23","23,2",25,0,0,1988,1989,2,0,1988,1989,2,"10,53",1988,1989,2,"0,089","0,003",121,50,100,17.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1326701,1,26,126,5401005,LOKOUNDJE,LOLODORF,CM,"3,23","10,73",1150,436,0,0,    ,    ,     ,     ,1951,1977,27,0,1951,1977,27,"28,221","0,89",774,"96,3",100,24.6.1992,1992,24.6.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1526800,1,26,126,,AYENSU,WINNEBA,GH,"5,38","-0,6",1658,4,0,0,    ,    ,     ,     ,1976,1978,3,"2,78",1976,1978,3,"3,066","0,097",58,100,"97,2",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1926800,1,26,126,19D/01,ABADE,AGUA-IZE,ST,"0,23","6,73","36,5",58,0,0,1988,1989,2,0,1980,1989,10,"18,1",1980,1989,10,"0,916","0,029",791,60,"98,6",17.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1526801,1,26,126,8000002,AYENSU,OKYEREKO (W/ROAD),GH,"5,3833","-0,6",1600,-999,1526800,0,1979,2007,29,"37,07",    ,    ,     ,     ,1979,2007,29,"5,351","0,169",105,"37,9","91,7",30.9.2003,2003,25.9.2007,2007,17,0,0,0,0,0,0,0,0,0,0
1326802,1,26,126,5351005,KIENKE,KRIBI,CM,"2,93","9,9",1435,10,0,0,    ,    ,     ,     ,1955,1977,23,"19,47",1955,1977,23,"48,615","1,533",1068,"69,6",100,24.6.1992,1992,24.6.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1326901,1,26,126,5381005,LOBE,KRIBI,CM,"2,87","9,88",2305,7,0,0,    ,    ,     ,     ,1953,1977,25,"0,35",1953,1977,25,"103,784","3,273",1420,92,"99,6",24.6.1992,1992,24.6.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1427100,1,27,127,9255009,SIEN,MASSADOUGOU,CI,"9,1","-7,36",1320,-999,1427200,0,1979,1993,15,"80,03",1979,1982,4,50,1979,1993,15,"6,058","0,191",145,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0,0
1427130,1,27,127,9254802,TIENBA,DIOULATIEDOUGOU,CI,"9,02","-7,24",2790,-999,1427200,0,1979,1993,15,"80,32",1979,1982,4,50,1979,1993,15,"15,604","0,492",176,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1427150,1,27,127,9251603,BOA,VIALADOUGOU,CI,"8,37","-7,2",5800,-999,1427350,0,1979,1993,15,"80,01",1979,1982,4,50,1979,1993,15,"33,156","1,046",180,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1427160,1,27,127,9250116,SASSANDRA,N'GOLODOUGOU,CI,"8,38","-7,7",5200,-999,1427200,0,1979,1982,4,"50,17",1979,1982,4,50,1979,1982,4,"70,641","2,228",428,50,100,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1427200,1,27,127,9250104,SASSANDRA,DABALA,CI,"8,4","-7,13",16800,-999,1427350,0,1979,1993,15,"80,03",1979,1982,4,50,1979,1993,15,"120,093","3,787",225,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1427250,1,27,127,9251303,BAFING (TRIB. SASSANDRA),BADALA,CI,"7,85","-7,54",6300,-999,1427350,0,1979,1982,4,"50,1",1979,1982,4,50,1979,1982,4,"69,502","2,192",348,50,100,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1427350,1,27,127,9250109,SASSANDRA,SEMIEN,CI,"7,69","-7,06",28800,-999,1427450,0,1979,1993,15,"80,01",1982,1983,2,0,1979,1993,15,"186,835","5,892",205,"26,7",100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1427370,1,27,127,9254002,KO,LOGOUALE,CI,"7,09","-7,53",1530,-999,1427400,0,1979,1993,15,"80,6",1979,1982,4,50,1979,1993,15,"10,454","0,33",215,20,"97,2",17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0,0
1427400,1,27,127,9252203,NZO,GUIGLO,CI,"6,54","-7,48",6400,-999,1427500,0,1979,1979,1,0,1979,1979,1,0,1979,1979,1,"86,805","2,737",428,100,100,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1427450,1,27,127,9250106,SASSANDRA,GUESSABO,CI,"6,74",-7,35000,-999,1427500,0,1979,1979,1,0,1979,1979,1,0,1979,1979,1,"295,963","9,333",267,100,100,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1427500,1,27,127,9250115,SASSANDRA,SOUBRE,CI,"5,76","-6,6",62000,-999,0,0,1970,1996,27,"9,33",1979,1982,4,50,1970,1996,27,"323,747","10,21",165,"85,2","97,5",27.3.1996,1996,18.3.1999,1999,-999,0,1,0,0,1,0,1,0,0,0
1427600,1,27,127,9251503,DAVO,DAKPADOU,CI,"5,26","-6,06",6600,-999,0,0,1979,1993,15,"80,14",1979,1982,4,50,1979,1993,15,"33,193","1,047",159,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1428100,1,28,128,9042506,KOLONKOKO,NASSIAN,CI,"9,37","-4,5",1160,-999,1428300,0,1979,1982,4,"51,88",1979,1982,4,"52,08",1979,1982,4,"1,982","0,062",54,50,"95,8",17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1928130,1,28,128,,LERABA OCCIDENTAL,FOURKOURA,BF,"10,3","-5,38",2550,-999,1928490,0,    ,    ,     ,     ,1974,1984,11,"30,89",1974,1984,11,"6,887","0,217",85,"63,6",94,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1428200,1,28,128,9040110,COMOE,KAFOLO,CI,"9,59","-4,29",21300,-999,1428300,0,1979,1993,15,"80,14",1979,1982,4,50,1979,1993,15,"49,299","1,555",73,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1928250,1,28,128,,LERABA ORIENTAL,DOUNA,BF,"10,63","-5,12",820,296,1928490,0,    ,    ,     ,     ,1970,1985,16,"4,69",1970,1985,16,"2,569","0,081",99,"93,8","96,7",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1428250,1,28,128,9042406,IRINGOU,TEHINI,CI,"9,67","-4,12",2600,-999,1428300,0,1979,1982,4,"50,03",1979,1982,4,50,1979,1982,4,"3,84","0,121",47,50,100,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1428300,1,28,128,9040121,COMOE,SEREBOU,CI,"7,95","-3,94",48700,-999,1428400,0,1979,1993,15,"82,9",1982,1983,2,5,1979,1993,15,"91,167","2,875",59,20,100,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1928370,1,28,128,,LERABA ORIENTAL,NIOFILA,BF,"10,68","-5,1",710,303,1828250,0,    ,    ,     ,     ,1980,1984,5,0,1980,1984,5,"1,229","0,039",55,80,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1428400,1,28,128,9040109,COMOE,ANIASSUE,CI,"6,62","-3,72",67400,-999,1428500,0,1979,1994,16,"1,71",1980,1994,15,"4,44",1979,1994,16,"120,19","3,79",56,100,99,17.1.1992,1992,21.11.1996,1996,-999,0,0,0,0,1,0,0,0,0,0
1928490,1,28,128,,LERABA,YENDERE,BF,"10,17","-5,07",5930,264,1428100,0,1977,1977,1,0,1955,1989,35,"1,93",1955,1989,35,"31,6","0,997",168,"97,1",98,10.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1428500,1,28,128,9040112,COMOE,MBASSO,CI,"6,29","-3,49",69900,-999,0,0,1970,1996,27,"8,23",1979,1982,4,50,1970,1996,27,"128,602","4,056",58,"85,2","99,6",27.3.1996,1996,18.3.1999,1999,-999,0,1,0,0,1,0,1,0,0,0
1928625,1,28,128,,COMOE,KARFIGUELA,BF,"10,73","-4,83",812,-999,1928745,0,    ,    ,     ,     ,1955,1986,32,"31,51",1955,1986,32,"4,205","0,133",163,"56,3",94,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1928745,1,28,128,20040110,COMOE,DIARABAKOKO,BF,"10,48","-4,78",2350,257,1928865,0,1977,1983,7,"36,62",1956,1985,30,"16,99",1956,1985,30,"11,213","0,354",150,70,98,10.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1928865,1,28,128,,COMOE,FOLONZO,BF,"9,85","-4,62",9480,-999,1428200,0,1977,1977,1,"4,38",1973,1985,13,"0,64",1973,1985,13,"17,269","0,545",57,100,"99,4",10.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1530100,1,30,130,3000002,TANO,ALANDA,GH,"5,12","-2,75",15800,"1,8",0,0,1975,1978,4,"8,92",1965,1978,14,"1,23",1965,1978,14,"145,18","4,578",290,"92,9","98,7",18.2.1992,1992,30.9.2003,2003,17,0,0,0,0,1,0,1,0,0,0
1931025,1,31,131,,BLACK VOLTA,BANZO,BF,"11,32","-4,82",2816,323,1931070,0,    ,    ,     ,     ,1956,1986,31,"9,19",1956,1986,31,"11,177","0,352",125,"87,1","97,8",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1531050,1,31,131,1006002,BLACK VOLTA,LAWRA,GH,"10,6333","-2,9167",93820,"224,19",1931400,0,1975,2007,33,"37,65",1951,1974,24,0,1951,2007,57,"87,82","2,769",30,"70,2","97,1",28.2.1992,1992,25.9.2007,2007,17,0,0,0,0,1,0,0,0,0,0
1931055,1,31,131,,BLACK VOLTA,GUENA,BF,"11,08","-4,68",800,383,1931025,0,    ,    ,     ,     ,1962,1983,22,"66,03",1962,1983,22,"3,338","0,105",132,"27,3","95,8",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1931070,1,31,131,20270232,BLACK VOLTA,SAMANDENI,BF,"11,47","-4,47",4580,296,1931180,0,1977,1983,7,"6,65",1955,1987,33,"1,78",1955,1987,33,"14,396","0,454",99,97,"99,2",10.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1931085,1,31,131,,KOU,NASSO,BF,"11,2","-4,43",406,-999,1931090,0,    ,    ,     ,     ,1961,1974,14,"6,25",1961,1974,14,"4,651","0,147",361,"71,4","97,5",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1931090,1,31,131,,KOU,BADARA,BF,"11,37","-4,37",971,-999,1931070,0,    ,    ,     ,     ,1955,1985,31,"56,91",1955,1985,31,"5,051","0,159",164,"41,9","94,2",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1631100,1,31,131,47271106,OTI,MANGO,TG,"10,3","0,47",35650,108,1531800,0,    ,    ,     ,     ,1953,1974,22,0,1953,1974,22,"134,379","4,238",119,"90,9",100,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1531100,1,31,131,1006001,BLACK VOLTA,BAMBOI,GH,"8,15","-2,0333",134200,"34,75",1431700,0,1975,2007,33,"56,51",1950,1974,25,0,1950,2007,58,"280,951","8,86",66,"58,6","98,3",28.2.1992,1992,25.9.2007,2007,17,0,0,0,0,1,0,1,0,0,0
1931160,1,31,131,20271202,BOUGOURIBA,DAN,BF,"10,92","-3,65",6345,275,1931340,0,1977,1983,7,"8,14",1970,1985,16,"18,18",1970,1985,16,"8,55","0,27",42,"68,8",97,10.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1931180,1,31,131,,BLACK VOLTA,NWOKUY,BF,"12,52","-3,55",14800,-999,1931190,0,    ,    ,     ,     ,1956,1988,33,0,1956,1988,33,"26,177","0,826",56,97,"99,5",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1931190,1,31,131,,BLACK VOLTA,KOURI,BF,"12,73","-3,48",20000,248,1931445,0,    ,    ,     ,     ,1955,1982,28,"31,08",1955,1982,28,"29,074","0,917",46,"64,3","97,7",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1631200,1,31,131,47274803,KOUMANGOU,KOUMANGOU,TG,"10,2","0,45",6730,120,1531800,0,    ,    ,     ,     ,1959,1974,16,0,1959,1974,16,"62,417","1,968",292,"87,5",100,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1931295,1,31,131,,BLACK VOLTA,MANIMENSO,BF,"12,75","-3,4",20000,247,1931445,0,    ,    ,     ,     ,1956,1983,28,0,1956,1983,28,"24,537","0,774",39,100,"99,4",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1531300,1,31,131,1007002,PRU,PRANG,GH,"7,9833","-0,8833",6355,"41,43",1531700,0,1998,2007,10,"2,2",1957,1967,11,0,1957,2007,51,"40,609","1,281",202,"33,3",99,28.2.1992,1992,25.9.2007,2007,17,0,0,0,0,1,0,0,0,0,0
1431300,1,31,131,9270112,BLACK VOLTA,VONKORO,CI,"9,19","-2,71",111500,-999,1531100,0,1979,1993,15,"80,82",1979,1982,4,50,1979,1993,15,"114,929","3,624",33,20,"94,4",17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1931340,1,31,131,,BOUGOURIBA,DIEBOUGOU,BF,"10,93","-3,17",12200,240,1531050,0,    ,    ,     ,     ,1963,1986,24,"9,47",1963,1986,24,"24,702","0,779",64,"79,2","97,8",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
